,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.6819229626414678,-0.05657200608447205,-0.6769857633783795,-0.03186380245996356,0.6595702683458662,-0.0215109605244393,0.00882278553104002,0.07061641554041674,0.014372918874743268,-0.04621149476134396,0.004524639537120465,0.0005406116969819647,0.013351449488687318,0.029813277528120654
time_spent_travelling,0.6819229626414678,1.0,0.1026533251526203,-0.8794615900981392,0.039969653518448924,0.8312208795492105,-0.010404654045057542,-0.05980155617472595,0.015119568760003492,0.0037762473481250864,-0.018910931024775472,-0.024497827058298144,-0.015050368886321271,-0.04969741022928155,-0.12137762561819526
sleep_time,-0.05657200608447205,0.1026533251526203,1.0,0.20457767718187095,0.18046057466057938,-0.26338455434433583,-0.04071577116519124,-0.0446729123512135,-0.09979424477912807,0.0005157691778036971,0.07222868526544404,-0.0937605402700207,-0.06283360395938208,-0.20513969762097545,-0.47083605832249353
time_walking,-0.6769857633783795,-0.8794615900981392,0.20457767718187095,1.0,0.036597258499408286,-0.9882915275105311,0.005108967323376334,0.013871576413961896,-0.06403165481742161,-0.01986178082814819,0.06566571873179283,-0.043511071565876365,-0.02905024269182712,-0.0918557146224687,-0.21301721293180476
time_stationary,-0.03186380245996356,0.039969653518448924,0.18046057466057938,0.036597258499408286,1.0,-0.15786832844650325,-0.007859621010026152,-0.006478519836212794,-0.08801541000684561,-0.025641790509835727,0.0539094578190388,-0.050357596575037814,-0.03173306929883405,-0.10422996732619931,-0.24226221123271963
time_in_vehicle,0.6595702683458662,0.8312208795492105,-0.26338455434433583,-0.9882915275105311,-0.15786832844650325,1.0,7.577229988564264e-05,-0.007500509361326674,0.08323276213741906,0.02025999841558753,-0.07824739627566099,0.05808835245439536,0.03829357630639191,0.12214679945635541,0.28475802421863355
altitude,-0.0215109605244393,-0.010404654045057542,-0.04071577116519124,0.005108967323376334,-0.007859621010026152,7.577229988564264e-05,1.0,0.03181986361830598,0.1183287663598797,-0.950148672325142,-0.07319645771138278,0.018187947531198165,0.011348367355705075,0.02859064809164678,0.07610650032838925
geolocation_x,0.00882278553104002,-0.05980155617472595,-0.0446729123512135,0.013871576413961896,-0.006478519836212794,-0.007500509361326674,0.03181986361830598,1.0,0.1686963412731721,-0.06093421140517947,0.15161555533141774,0.019761679529902577,0.0075907760974609,0.0364151405326946,0.08455495596242253
geolocation_y,0.07061641554041674,0.015119568760003492,-0.09979424477912807,-0.06403165481742161,-0.08801541000684561,0.08323276213741906,0.1183287663598797,0.1686963412731721,1.0,-0.15630306005499145,-0.6211888249964261,0.023339533905012984,0.012827344340981452,0.040492322881015175,0.0984710175724487
atmospheric_pressure,0.014372918874743268,0.0037762473481250864,0.0005157691778036971,-0.01986178082814819,-0.025641790509835727,0.02025999841558753,-0.950148672325142,-0.06093421140517947,-0.15630306005499145,1.0,0.09758373563425977,-0.008715931787014547,-0.008233570309177422,-0.011115170868433253,-0.03477723501038003
temperature,-0.04621149476134396,-0.018910931024775472,0.07222868526544404,0.06566571873179283,0.0539094578190388,-0.07824739627566099,-0.07319645771138278,0.15161555533141774,-0.6211888249964261,0.09758373563425977,1.0,0.04719724818651906,-0.08099677249137878,-0.0033284751876641507,-0.10496392456126664
screen_brightness,0.004524639537120465,-0.024497827058298144,-0.0937605402700207,-0.043511071565876365,-0.050357596575037814,0.05808835245439536,0.018187947531198165,0.019761679529902577,0.023339533905012984,-0.008715931787014547,0.04719724818651906,1.0,-0.6821448238263252,0.5459428818667007,0.1966525564147724
night_light,0.0005406116969819647,-0.015050368886321271,-0.06283360395938208,-0.02905024269182712,-0.03173306929883405,0.03829357630639191,0.011348367355705075,0.0075907760974609,0.012827344340981452,-0.008233570309177422,-0.08099677249137878,-0.6821448238263252,1.0,-0.36161225213328746,0.13782024110874147
noise_level,0.013351449488687318,-0.04969741022928155,-0.20513969762097545,-0.0918557146224687,-0.10422996732619931,0.12214679945635541,0.02859064809164678,0.0364151405326946,0.040492322881015175,-0.011115170868433253,-0.0033284751876641507,0.5459428818667007,-0.36161225213328746,1.0,0.42114121239063246
label,0.029813277528120654,-0.12137762561819526,-0.47083605832249353,-0.21301721293180476,-0.24226221123271963,0.28475802421863355,0.07610650032838925,0.08455495596242253,0.0984710175724487,-0.03477723501038003,-0.10496392456126664,0.1966525564147724,0.13782024110874147,0.42114121239063246,1.0
