,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.7365699113720784,0.030617804362724058,-0.6643130041374389,-0.07838649418329702,0.7224937957822891,0.06254494178764244,0.01912195352674701,0.01744386410658356,-0.02975628706300336,-0.060994876183005226,0.004716886981149736,0.00342155858623744,0.011462550692490171,0.02519735848078042
time_spent_travelling,0.7365699113720784,1.0,0.07016245592405267,-0.95245717232537,-0.015930094442481592,0.9958051037166304,0.08484582510228304,0.024738989327344786,-0.03827076641932692,-0.05773533127122882,-0.07503838894218286,-0.012516852929286922,-0.008620832602284459,-0.03695275650820676,-0.06475195781952463
sleep_time,0.030617804362724058,0.07016245592405267,1.0,-0.053481855747173485,-0.038032068799052784,0.06641532535633915,-0.06857642067770583,-0.009984242935610604,-0.0068703572142224025,0.0690477055127429,-0.010568386682018777,-0.002377386991035661,0.0014661534705604584,-0.004980227993313527,-0.002886254696023958
time_walking,-0.6643130041374389,-0.95245717232537,-0.053481855747173485,1.0,-0.17121976144917522,-0.9744616842614616,-0.08793366272462295,-0.040815955180510906,0.05360740387558261,0.06660018849682713,0.07062628967783759,0.0541249295218458,0.03197099354026936,0.14595785799639427,0.2623869779979052
time_stationary,-0.07838649418329702,-0.015930094442481592,-0.038032068799052784,-0.17121976144917522,1.0,0.017659917107809883,0.04815772386569306,0.12350090070910606,0.0031025324598439536,-0.04283942948106752,-0.029168793194870733,-0.05494484229499047,-0.031899955688401004,-0.14053917662525608,-0.2541233198513494
time_in_vehicle,0.7224937957822891,0.9958051037166304,0.06641532535633915,-0.9744616842614616,0.017659917107809883,1.0,0.08465796550846687,0.027314568768333734,-0.044153276737890206,-0.05902573680245425,-0.07290755205396432,-0.025817684366844725,-0.01609244022650779,-0.0720416969218472,-0.1282641472967436
altitude,0.06254494178764244,0.08484582510228304,-0.06857642067770583,-0.08793366272462295,0.04815772386569306,0.08465796550846687,1.0,-0.20670076663169057,-0.25644916975900744,-0.9602999998258513,-0.47183833815463605,0.0004534605917666177,0.0039844604232791144,0.01316055177693971,0.020356002278794746
geolocation_x,0.01912195352674701,0.024738989327344786,-0.009984242935610604,-0.040815955180510906,0.12350090070910606,0.027314568768333734,-0.20670076663169057,1.0,0.42588901629535436,0.2279346867528758,0.055312668357066885,-0.0073059224546234095,-0.01259907584574444,-0.026074678196270552,-0.041160330584014596
geolocation_y,0.01744386410658356,-0.03827076641932692,-0.0068703572142224025,0.05360740387558261,0.0031025324598439536,-0.044153276737890206,-0.25644916975900744,0.42588901629535436,1.0,0.22852760152802953,0.07925792225818373,0.002641292066492399,-0.000898185409516433,0.012383016419794822,0.029932866770328522
atmospheric_pressure,-0.02975628706300336,-0.05773533127122882,0.0690477055127429,0.06660018849682713,-0.04283942948106752,-0.05902573680245425,-0.9602999998258513,0.2279346867528758,0.22852760152802953,1.0,0.43537377295319063,0.002135732437198202,8.833999069111684e-05,-0.003420647278898401,-0.002630922163883514
temperature,-0.060994876183005226,-0.07503838894218286,-0.010568386682018777,0.07062628967783759,-0.029168793194870733,-0.07290755205396432,-0.47183833815463605,0.055312668357066885,0.07925792225818373,0.43537377295319063,1.0,0.07356717284021734,-0.06607621767513944,0.037323955795465776,0.0025203750306855887
screen_brightness,0.004716886981149736,-0.012516852929286922,-0.002377386991035661,0.0541249295218458,-0.05494484229499047,-0.025817684366844725,0.0004534605917666177,-0.0073059224546234095,0.002641292066492399,0.002135732437198202,0.07356717284021734,1.0,-0.6818024173561859,0.5341152832750979,0.2024378304882356
night_light,0.00342155858623744,-0.008620832602284459,0.0014661534705604584,0.03197099354026936,-0.031899955688401004,-0.01609244022650779,0.0039844604232791144,-0.01259907584574444,-0.000898185409516433,8.833999069111684e-05,-0.06607621767513944,-0.6818024173561859,1.0,-0.31389624985475995,0.1264264379613547
noise_level,0.011462550692490171,-0.03695275650820676,-0.004980227993313527,0.14595785799639427,-0.14053917662525608,-0.0720416969218472,0.01316055177693971,-0.026074678196270552,0.012383016419794822,-0.003420647278898401,0.037323955795465776,0.5341152832750979,-0.31389624985475995,1.0,0.5537273104305224
label,0.02519735848078042,-0.06475195781952463,-0.002886254696023958,0.2623869779979052,-0.2541233198513494,-0.1282641472967436,0.020356002278794746,-0.041160330584014596,0.029932866770328522,-0.002630922163883514,0.0025203750306855887,0.2024378304882356,0.1264264379613547,0.5537273104305224,1.0
