,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.7446020271935343,-0.014984275889638202,-0.7251762226703767,-0.04107576868009814,0.7409863894635524,0.07760484774817414,-0.31837643015983913,0.495597450910571,-0.10925773367215388,-0.06854047354045986,-0.01550018303065151,-0.016844779385294568,-0.0184893432331694,-0.06665203273018833
time_spent_travelling,0.7446020271935343,1.0,-0.08204920445783367,-0.9911936631967554,0.10098444810053944,0.9529779488074394,0.015180467881437794,-0.2646474303269385,0.39610420569459753,-0.04031772137034975,-0.06350040029548672,-0.03426015919225045,-0.04471375172045656,-0.0528552364667856,-0.1442115667578879
sleep_time,-0.014984275889638202,-0.08204920445783367,1.0,0.08210978053876798,-0.0972583263413565,-0.010602752215549212,0.02678856580380795,-0.02545589708637638,-0.0012700156562291739,-0.016425177721275098,0.05512780229911448,0.03913940644340867,0.057917154175139096,0.07550339596237887,0.18019618704022092
time_walking,-0.7251762226703767,-0.9911936631967554,0.08210978053876798,1.0,-0.19674670933972985,-0.9408113661076555,-0.012952808743409157,0.25463625156501746,-0.3849302659815435,0.037664989092531416,0.0674104689879269,0.03541507633912162,0.04687891949271012,0.05575254410055457,0.14995348459134514
time_stationary,-0.04107576868009814,0.10098444810053944,-0.0972583263413565,-0.19674670933972985,1.0,-0.02277038598815514,-0.005375558990750144,-0.006612366390842383,-0.002923468731052092,-0.0010417641187079583,-0.02140617669801886,-0.06448860669049115,-0.09842642895634968,-0.11873405684898466,-0.2952006023954623
time_in_vehicle,0.7409863894635524,0.9529779488074394,-0.010602752215549212,-0.9408113661076555,-0.02277038598815514,1.0,0.03570197706791679,-0.25906259749202537,0.38186157526819886,-0.0576765374506079,-0.05274135491390293,0.0148831369562305,0.030181756478493187,0.035793757404618355,0.08022435630444368
altitude,0.07760484774817414,0.015180467881437794,0.02678856580380795,-0.012952808743409157,-0.005375558990750144,0.03570197706791679,1.0,0.11473613544643817,0.17691214592724025,-0.9814369002501537,-0.1926566219882184,0.010205019359547268,0.016756754636353278,0.017442867831506927,0.05088290955989782
geolocation_x,-0.31837643015983913,-0.2646474303269385,-0.02545589708637638,0.25463625156501746,-0.006612366390842383,-0.25906259749202537,0.11473613544643817,1.0,-0.45922589961252513,-0.10864596025323138,-0.4294638962484762,0.002849154272926021,0.004071163962829319,3.238596052806549e-05,0.007960732758652873
geolocation_y,0.495597450910571,0.39610420569459753,-0.0012700156562291739,-0.3849302659815435,-0.002923468731052092,0.38186157526819886,0.17691214592724025,-0.45922589961252513,1.0,-0.227660773352768,-0.25921943697857985,-0.010836226835641876,-0.011249815597246597,-0.011033581707840774,-0.03448259496471954
atmospheric_pressure,-0.10925773367215388,-0.04031772137034975,-0.016425177721275098,0.037664989092531416,-0.0010417641187079583,-0.0576765374506079,-0.9814369002501537,-0.10864596025323138,-0.227660773352768,1.0,0.22896123895121284,-0.006301145072991863,-0.01206381394733017,-0.011662391134037945,-0.03595689220120104
temperature,-0.06854047354045986,-0.06350040029548672,0.05512780229911448,0.0674104689879269,-0.02140617669801886,-0.05274135491390293,-0.1926566219882184,-0.4294638962484762,-0.25921943697857985,0.22896123895121284,1.0,0.08670675764730573,-0.0506084496203976,0.060420888049200386,0.05065594706673094
screen_brightness,-0.01550018303065151,-0.03426015919225045,0.03913940644340867,0.03541507633912162,-0.06448860669049115,0.0148831369562305,0.010205019359547268,0.002849154272926021,-0.010836226835641876,-0.006301145072991863,0.08670675764730573,1.0,-0.5995749793235002,0.5495110053474984,0.22359261568963434
night_light,-0.016844779385294568,-0.04471375172045656,0.057917154175139096,0.04687891949271012,-0.09842642895634968,0.030181756478493187,0.016756754636353278,0.004071163962829319,-0.011249815597246597,-0.01206381394733017,-0.0506084496203976,-0.5995749793235002,1.0,-0.2706881540716529,0.32674795403055046
noise_level,-0.0184893432331694,-0.0528552364667856,0.07550339596237887,0.05575254410055457,-0.11873405684898466,0.035793757404618355,0.017442867831506927,3.238596052806549e-05,-0.011033581707840774,-0.011662391134037945,0.060420888049200386,0.5495110053474984,-0.2706881540716529,1.0,0.3962038252128831
label,-0.06665203273018833,-0.1442115667578879,0.18019618704022092,0.14995348459134514,-0.2952006023954623,0.08022435630444368,0.05088290955989782,0.007960732758652873,-0.03448259496471954,-0.03595689220120104,0.05065594706673094,0.22359261568963434,0.32674795403055046,0.3962038252128831,1.0
