,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.6765453614650082,0.02073152152154268,-0.6727052598711806,-0.05512119277974337,0.6747061609101086,-0.027451705526759754,-0.02635120675305322,-0.036269029221049486,0.014481876738199756,-0.036381504447824384,0.004629632311205942,0.0077026843272694654,0.009566734335797059,0.01707858612294605
time_spent_travelling,0.6765453614650082,1.0,0.0710862167355671,-0.929856293898832,0.0992393604002814,0.9999033174731843,0.04785908284750555,-0.051404280309332744,0.027209399954503784,-0.050399169740579335,-0.006519283025483134,0.014085354729239517,0.0373015161492455,0.058317891344824305,0.10734912165640503
sleep_time,0.02073152152154268,0.0710862167355671,1.0,0.021529601024384483,0.29808126984324046,0.07498175113364872,0.014064233559490363,0.03727829837250394,0.02414457294848863,0.03206233395560743,0.06076053955526295,0.023689037066060712,0.07113913252472286,0.1181527395324109,0.21223785598558353
time_walking,-0.6727052598711806,-0.929856293898832,0.021529601024384483,1.0,0.1974690239250719,-0.9249304199002245,-0.05336681549682482,0.047283914657791346,0.01119335585544414,0.07594738075764298,0.0030533764708936453,0.01378944204690618,0.04260628596191025,0.08072012732592827,0.13978954903517507
time_stationary,-0.05512119277974337,0.0992393604002814,0.29808126984324046,0.1974690239250719,1.0,0.11234101447004961,-0.04104280351941611,-0.02824297105056957,0.08027671698888711,0.0912571770217002,0.006274383865289116,0.07834438216769081,0.2231866984697792,0.3909112845663687,0.6939911298827266
time_in_vehicle,0.6747061609101086,0.9999033174731843,0.07498175113364872,-0.9249304199002245,0.11234101447004961,1.0,0.04733769188141694,-0.05158212546213378,0.028506506970528315,-0.04910158942099494,-0.006526454903997666,0.015189226705104593,0.0404623400794493,0.0638514820718792,0.11717048241357794
altitude,-0.027451705526759754,0.04785908284750555,0.014064233559490363,-0.05336681549682482,-0.04104280351941611,0.04733769188141694,1.0,0.2074828162662291,0.1542974052577111,-0.9382762330510529,0.5717895191501671,-0.0059993672952967135,-0.011329459094464006,-0.024188689974045694,-0.030903649694473838
geolocation_x,-0.02635120675305322,-0.051404280309332744,0.03727829837250394,0.047283914657791346,-0.02824297105056957,-0.05158212546213378,0.2074828162662291,1.0,-0.6450865886660428,-0.19855273184243,0.3823535209926834,-0.0033837320954474954,0.005957563924512013,0.007903172437366074,0.013769546115244832
geolocation_y,-0.036269029221049486,0.027209399954503784,0.02414457294848863,0.01119335585544414,0.08027671698888711,0.028506506970528315,0.1542974052577111,-0.6450865886660428,1.0,-0.07998033247649383,-0.11298187883597473,0.0021864454729231416,0.0003292297656063587,-0.00145590222164808,0.0025469877090150165
atmospheric_pressure,0.014481876738199756,-0.050399169740579335,0.03206233395560743,0.07594738075764298,0.0912571770217002,-0.04910158942099494,-0.9382762330510529,-0.19855273184243,-0.07998033247649383,1.0,-0.4879959982581377,0.011209456294213382,0.025747807628132304,0.04819467849844978,0.07375898207687849
temperature,-0.036381504447824384,-0.006519283025483134,0.06076053955526295,0.0030533764708936453,0.006274383865289116,-0.006526454903997666,0.5717895191501671,0.3823535209926834,-0.11298187883597473,-0.4879959982581377,1.0,0.07293343701358282,-0.06271869726830501,0.03974918817196904,0.007364765170530072
screen_brightness,0.004629632311205942,0.014085354729239517,0.023689037066060712,0.01378944204690618,0.07834438216769081,0.015189226705104593,-0.0059993672952967135,-0.0033837320954474954,0.0021864454729231416,0.011209456294213382,0.07293343701358282,1.0,-0.6496192751200152,0.4876920398383597,0.10420072198907909
night_light,0.0077026843272694654,0.0373015161492455,0.07113913252472286,0.04260628596191025,0.2231866984697792,0.0404623400794493,-0.011329459094464006,0.005957563924512013,0.0003292297656063587,0.025747807628132304,-0.06271869726830501,-0.6496192751200152,1.0,-0.1802127250467503,0.32923469211314027
noise_level,0.009566734335797059,0.058317891344824305,0.1181527395324109,0.08072012732592827,0.3909112845663687,0.0638514820718792,-0.024188689974045694,0.007903172437366074,-0.00145590222164808,0.04819467849844978,0.03974918817196904,0.4876920398383597,-0.1802127250467503,1.0,0.5592962213373038
label,0.01707858612294605,0.10734912165640503,0.21223785598558353,0.13978954903517507,0.6939911298827266,0.11717048241357794,-0.030903649694473838,0.013769546115244832,0.0025469877090150165,0.07375898207687849,0.007364765170530072,0.10420072198907909,0.32923469211314027,0.5592962213373038,1.0
