,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.7052553040492625,0.10272868317126473,-0.7272959060800329,-0.09839163237709891,0.7770839079607011,-0.07748644196051244,0.14724660343532647,0.24998164987028604,0.03961903943576421,-0.0644501393249985,0.02047839327543332,0.005712138283752589,0.037978085634087416,0.06083042825424666
time_spent_travelling,0.7052553040492625,1.0,0.12186824461907399,-0.985090372439385,0.08664181276637278,0.9303276070993511,-0.09115168191246525,0.08408376033983235,0.21357372258016247,0.05494683785733049,-0.018383110002314323,-0.0712596655080302,-0.028141563720960543,-0.11049723929174411,-0.23998182449238342
sleep_time,0.10272868317126473,0.12186824461907399,1.0,-0.10931024767689691,0.016650701226753762,0.07483923224726678,0.02617549258604672,0.09220004788483328,0.033649873262299894,-0.015802716875215006,-0.017887837684714324,-0.0372407839979779,-0.012340831400671805,-0.057723541815966936,-0.12106543448230002
time_walking,-0.7272959060800329,-0.985090372439385,-0.10931024767689691,1.0,-0.14752923613119437,-0.9566659263061411,0.08287561091339027,-0.11694404865589272,-0.20870060970732623,-0.05971951423658368,0.03329285145188295,0.047512606891785936,0.019114584059074433,0.07208244680472371,0.16048366958410065
time_stationary,-0.09839163237709891,0.08664181276637278,0.016650701226753762,-0.14752923613119437,1.0,-0.05853104880067805,0.10609122357561834,0.010336591251225578,-0.063977602809741,-0.06177432573236021,-0.012269179070019863,-0.08386264814637258,-0.030643791404480113,-0.1371804813409215,-0.28621762727011874
time_in_vehicle,0.7770839079607011,0.9303276070993511,0.07483923224726678,-0.9566659263061411,-0.05853104880067805,1.0,-0.10879266914765018,0.1309794475451529,0.21889811012290977,0.0818740197571458,-0.04505221090797604,0.010013431266372143,0.002193162818459246,0.02049406536273951,0.03316241155020912
altitude,-0.07748644196051244,-0.09115168191246525,0.02617549258604672,0.08287561091339027,0.10609122357561834,-0.10879266914765018,1.0,0.22756767951064114,-0.021686402490131707,-0.861239173020516,-0.16133934101861533,-0.008655252067917939,-0.0010090554921859463,-0.013101933172923354,-0.021106797834000605
geolocation_x,0.14724660343532647,0.08408376033983235,0.09220004788483328,-0.11694404865589272,0.010336591251225578,0.1309794475451529,0.22756767951064114,1.0,0.3584178459765962,-0.14212660735366334,-0.27792057229188427,0.024445574500595858,0.016487194898951674,0.046089826471758195,0.08195878240346775
geolocation_y,0.24998164987028604,0.21357372258016247,0.033649873262299894,-0.20870060970732623,-0.063977602809741,0.21889811012290977,-0.021686402490131707,0.3584178459765962,1.0,0.009442699701230269,-0.40232608979572304,0.005547690893033681,0.0019383244947752747,0.009626607531419492,0.007892403051807648
atmospheric_pressure,0.03961903943576421,0.05494683785733049,-0.015802716875215006,-0.05971951423658368,-0.06177432573236021,0.0818740197571458,-0.861239173020516,-0.14212660735366334,0.009442699701230269,1.0,0.10568719091858704,0.015912794062087808,0.0009057563133933617,0.02308865937730653,0.039833488600792034
temperature,-0.0644501393249985,-0.018383110002314323,-0.017887837684714324,0.03329285145188295,-0.012269179070019863,-0.04505221090797604,-0.16133934101861533,-0.27792057229188427,-0.40232608979572304,0.10568719091858704,1.0,0.05248352672635422,-0.0775417925483584,0.011131886106591105,-0.06231918936422954
screen_brightness,0.02047839327543332,-0.0712596655080302,-0.0372407839979779,0.047512606891785936,-0.08386264814637258,0.010013431266372143,-0.008655252067917939,0.024445574500595858,0.005547690893033681,0.015912794062087808,0.05248352672635422,1.0,-0.6608970595675294,0.5780011306737648,0.3035774100551554
night_light,0.005712138283752589,-0.028141563720960543,-0.012340831400671805,0.019114584059074433,-0.030643791404480113,0.002193162818459246,-0.0010090554921859463,0.016487194898951674,0.0019383244947752747,0.0009057563133933617,-0.0775417925483584,-0.6608970595675294,1.0,-0.3539821856711411,0.10887956169662362
noise_level,0.037978085634087416,-0.11049723929174411,-0.057723541815966936,0.07208244680472371,-0.1371804813409215,0.02049406536273951,-0.013101933172923354,0.046089826471758195,0.009626607531419492,0.02308865937730653,0.011131886106591105,0.5780011306737648,-0.3539821856711411,1.0,0.4781563577247403
label,0.06083042825424666,-0.23998182449238342,-0.12106543448230002,0.16048366958410065,-0.28621762727011874,0.03316241155020912,-0.021106797834000605,0.08195878240346775,0.007892403051807648,0.039833488600792034,-0.06231918936422954,0.3035774100551554,0.10887956169662362,0.4781563577247403,1.0
