,travel_trajectory_distance,time_spent_travelling,sleep_time,time_walking,time_stationary,time_in_vehicle,altitude,geolocation_x,geolocation_y,atmospheric_pressure,temperature,screen_brightness,night_light,noise_level,label
travel_trajectory_distance,1.0,0.6526966768576729,-0.10477923909187653,-0.6327099895460763,-0.14815078766373516,0.6783960862576892,0.14898809179408062,-0.13689259471037638,0.22442273871084206,-0.15145865554198087,-0.044744131987576055,0.002708719929074675,0.003302517337055154,0.0056085580224387015,0.017257650190919495
time_spent_travelling,0.6526966768576729,1.0,0.13492646561049523,-0.823482525012747,-0.04402459811304509,0.9583907465013037,0.057973078195076855,-0.05882112953980007,0.1323338513714907,-0.06293820469921901,-0.038329330883627326,-0.03854122329217726,-0.06760771076947183,-0.055180501886373974,-0.17053197786186985
sleep_time,-0.10477923909187653,0.13492646561049523,1.0,0.23731992674765046,0.19997421519782177,-0.049102733951933666,0.016659790555988194,-0.0008168077041365755,0.022725881425401287,-0.02235873591151264,-0.039557387301463215,-0.11369957297610006,-0.20799648087791855,-0.16593477791939157,-0.5287838407799449
time_walking,-0.6327099895460763,-0.823482525012747,0.23731992674765046,1.0,0.10469914743416721,-0.9480718318207263,-0.07956690595197942,0.10779773080246041,-0.12473684745504049,0.07966617508477293,0.03247393210432701,-0.05645522135910304,-0.10336907982256822,-0.08150342611343285,-0.2657225400323248
time_stationary,-0.14815078766373516,-0.04402459811304509,0.19997421519782177,0.10469914743416721,1.0,-0.12609621894662668,-0.1217803595758125,0.08403742730781752,-0.08212485925783025,0.12163356559282235,0.07654525600232685,-0.04175094371511569,-0.08411283578378993,-0.0660130823448761,-0.20485957818494377
time_in_vehicle,0.6783960862576892,0.9583907465013037,-0.049102733951933666,-0.9480718318207263,-0.12609621894662668,1.0,0.07644357635079767,-0.08935071434849846,0.13873123177620444,-0.07927414334142756,-0.04103216418799314,0.007677043879899079,0.016274746569323494,0.011802708276042718,0.04315869645308869
altitude,0.14898809179408062,0.057973078195076855,0.016659790555988194,-0.07956690595197942,-0.1217803595758125,0.07644357635079767,1.0,-0.7719904547988639,0.7746690561535169,-0.9986528361269104,-0.5826281918504874,0.009987177044625773,0.00968434388230541,0.012926282535926073,0.03348731660405584
geolocation_x,-0.13689259471037638,-0.05882112953980007,-0.0008168077041365755,0.10779773080246041,0.08403742730781752,-0.08935071434849846,-0.7719904547988639,1.0,-0.7364001067297365,0.7716286257733511,0.5080313867842627,-0.015014188811208706,-0.02238048271486346,-0.013416554403945128,-0.05741137646855926
geolocation_y,0.22442273871084206,0.1323338513714907,0.022725881425401287,-0.12473684745504049,-0.08212485925783025,0.13873123177620444,0.7746690561535169,-0.7364001067297365,1.0,-0.7821846878772021,-0.28350994157632053,0.002782413465810064,0.0003740346969208135,0.000884264450482465,0.004261579961961856
atmospheric_pressure,-0.15145865554198087,-0.06293820469921901,-0.02235873591151264,0.07966617508477293,0.12163356559282235,-0.07927414334142756,-0.9986528361269104,0.7716286257733511,-0.7821846878772021,1.0,0.5797099381189995,-0.008170311938988203,-0.0065061274706302175,-0.010370164984278592,-0.025100709535841596
temperature,-0.044744131987576055,-0.038329330883627326,-0.039557387301463215,0.03247393210432701,0.07654525600232685,-0.04103216418799314,-0.5826281918504874,0.5080313867842627,-0.28350994157632053,0.5797099381189995,1.0,0.06826039383101423,-0.06171433163703995,0.03996077435650146,-0.00569218624507675
screen_brightness,0.002708719929074675,-0.03854122329217726,-0.11369957297610006,-0.05645522135910304,-0.04175094371511569,0.007677043879899079,0.009987177044625773,-0.015014188811208706,0.002782413465810064,-0.008170311938988203,0.06826039383101423,1.0,-0.5713075687479213,0.5460028044187476,0.20929977416254694
night_light,0.003302517337055154,-0.06760771076947183,-0.20799648087791855,-0.10336907982256822,-0.08411283578378993,0.016274746569323494,0.00968434388230541,-0.02238048271486346,0.0003740346969208135,-0.0065061274706302175,-0.06171433163703995,-0.5713075687479213,1.0,-0.2812542335600726,0.39481073267324185
noise_level,0.0056085580224387015,-0.055180501886373974,-0.16593477791939157,-0.08150342611343285,-0.0660130823448761,0.011802708276042718,0.012926282535926073,-0.013416554403945128,0.000884264450482465,-0.010370164984278592,0.03996077435650146,0.5460028044187476,-0.2812542335600726,1.0,0.3094014606114415
label,0.017257650190919495,-0.17053197786186985,-0.5287838407799449,-0.2657225400323248,-0.20485957818494377,0.04315869645308869,0.03348731660405584,-0.05741137646855926,0.004261579961961856,-0.025100709535841596,-0.00569218624507675,0.20929977416254694,0.39481073267324185,0.3094014606114415,1.0
